id_lieu;type_de_tournage;titre;realisateur_ice;societe_de_production;fk_localisation;date_de_debut;date_de_fin
2018-63;Téléfilm;Les Michetonneuses;Olivier Doran;JEM PRODUCTIONS;4458;2018-01-23;2018-01-23
2016-687;Long métrage;COEXISTER;FABRICE EBOUE;EUROPA CORP;3008;2016-10-27;2016-10-28
2020-430;Série TV;L'art du crime saison 4;Elsa Bennett et Hippolyte Dard;GAUMONT TELEVISION c/o GAUMONT PRODUCTION TELEVISION;119;2020-09-07;2020-09-07
2017-1575;Série TV;NOX;Mabrouk el Mechri;Gaumont Télévision c/o Gaumont Production Télévision;84;2017-07-19;2017-07-19
2016-698;Long métrage;SI J'ETAIS UN HOMME;AUDREY DANA;CURIOSA FILMS;3791;2016-03-10;2016-03-10
2019-1621;Long métrage;Trois Fois Rien;Nadege Loiseau;SRAB FILMS;2185;2019-11-21;2019-11-21
2018-45;Long métrage;L'Enkas;Sarah Marx;La rumeur filme;3072;2018-01-16;2018-01-17
2016-2234;Long métrage;OVERDRIVE;ANTONIO NEGRET;OVERDRIVE PRODUCTIONS;4274;2016-02-29;2016-02-29
2019-1623;Long métrage;French Exit;Azazel Jacobs;Same Player;321;2019-12-04;2019-12-04
2018-381;Long métrage;Les Traducteurs;Regis Roinsard;SAS TRESOR FILMS;688;2018-03-23;2018-03-23
2016-2237;Long métrage;BEFIKRE;ADITYA CHOPRA;FIRSTEP;4387;2016-04-26;2016-04-26
2019-1626;Long métrage;French Exit;Azazel Jacobs;Same Player;3452;2019-12-03;2019-12-03
2017-1652;Long métrage;L'Envers du Decors;Daniel Auteuil;Curiosa;4387;2017-09-08;2017-09-09
2016-2243;Série TV;LEO MATTEI/14 ET 15;NICOLAS HERDT;LGM CINEMA;602;2016-10-18;2016-10-18
2018-1295;Long métrage;les vétos;Julie Manoukian;Les Films du 24;5309;2018-10-29;2018-10-29
2018-238;Long métrage;ZONE FRANCHE;Monsieur Mohamed Hamidi;ADNP QUAD FILMS;4144;2018-02-26;2018-02-26
2016-2250;Série TV;STAY WITH ME;XIANCHENG DENG;PARIS 818 MEDIA;4370;2016-03-31;2016-03-31
2016-204;Long métrage;TELLE MERE TELLE FILLE;NOEMIE SAGLIO;PAN EUROPENNE PRODUCTION;3058;2016-08-01;2016-08-03
2018-247;Long métrage;le Fataliste;Louis Garrel;Why Not Productions;2670;2018-02-21;2018-02-22
2016-2251;Série TV;CHEFS - SAISON 2;ARNAUD MALHERBE;CALT PRODUCTION;4384;2016-06-04;2016-06-04
2016-246;Série TV;LIANG SHENG;LIU CHUN-CHIEN;KANZAMAN FRANCE;4976;2016-12-15;2016-12-15
2018-249;Série TV;Bliss;Marie Jardillier, Mathieu Oullion;SAS MAJA FILMS;4846;2018-03-03;2018-03-03
2016-2265;Long métrage;LOUE MOI;VIRGINE SCSWARTZ;MY FAMILY;2052;2016-11-24;2016-11-25
2016-275;Long métrage;L'AMANT D'UN JOUR;PHILIPPE GARREL;SBS FILMS;1537;2016-07-24;2016-07-24
2018-251;Série TV;Bliss;Marie Jardillier, Mathieu Oullion;SAS MAJA FILMS;4512;2018-03-03;2018-03-03
2020-798;Série TV;Luther;David Morley;STORIA TELEVISION Luther;4352;2020-11-13;2020-11-13
2016-287;Long métrage;RODIN;JACQUES DOILLON;LES FILMS DU LENDEMAIN;1805;2016-05-29;2016-06-03
2018-267;Série TV;ENGRENAGES S7;Frédéric jardin;Son et Lumière;1008;2018-02-28;2018-02-28
2020-824;Téléfilm;FUGUEUSE - SEMAINE 4 SUR 12;JEROME CORNUAU;VEMA PRODUCTION;3894;2020-11-06;2020-11-07
2016-1805;Série TV;MA PIRE ANGOISSE;VLADIMIR RODIONOFF;LES IMPRODUCTIBLES;3348;2016-04-07;2016-04-08
2018-269;Long métrage;Andy;Julien Weille;My Family;1391;2018-03-08;2018-03-08
2020-833;Long métrage;MES TRÈS CHERS ENFANTS;ALEXANDRA LECLÈRE;LES FILMS DU 24;2118;2020-11-13;2020-11-13
2016-1809;Série TV;LA VIE DEVANT ELLES/SAISON 2;GABRIEL AGHION;CINETEVE;2700;2016-07-20;2016-07-20
2018-297;Long métrage;Celle que vous croyez;Safy Nebbou;DIAPHANA FILMS;3688;2018-04-05;2018-04-06
2018-1089;Long métrage;Le Dindon;Jalil Lespert;CINEFRANCE STUDIOS;4130;2018-09-17;2018-09-17
2016-1827;Long métrage;C'EST TOUT POUR MOI;L. COLBEAU JUSTIN;LGM CINEMA;888;2016-03-16;2016-03-17
2018-167;Série TV;ENGRENAGES S7;Frédéric Jardin;Son et Lumière;279;2018-02-19;2018-02-19
2016-753;Long métrage;MARIAGE BLANC;TAREK BOUDALI;AXEL FILMS;4035;2016-09-15;2016-09-15
2016-1830;Long métrage;BEFIKRE;ADITYA CHOPRA;FIRSTEP;3378;2016-05-11;2016-05-11
2018-176;Série TV;DIX POUR CENT SAISON 3;Antoine Garceau et Marc Fitoussi;MON VOISIN PRODUCTION;3218;2018-03-08;2018-03-08
2020-520;Long métrage;Cléo, Melvil et moi;Arnaud Viard;Vito Films;783;2020-09-23;2020-09-23
2018-186;Série TV;DIX POUR CENT SAISON 3;Antoine Garceau et Marc Fitoussi;MON VOISIN PRODUCTION;4049;2018-03-05;2018-03-05
2019-303;Long métrage;UN VOYAGE EN HIVER;Claus DREXLER;MANEKI FILMS;4738;2019-03-21;2019-03-21
2018-410;Série TV;LE BUREAU DES LÉGENDES S4;Eric Rochant - Pascale Ferran - Anna Novion - Leila Marrakchi;THE OLIGARCHS PRODUCTIONS;18;2018-04-03;2018-04-03
2019-304;Long métrage;DOCTEUR ?;Tristan SEGUELA;Unité de Production;1886;2019-03-20;2019-03-21
2018-431;Série TV;Can't Buy me love;Noémie Saglio - Renaud Bertrand;Unrated Studio;2760;2018-04-04;2018-04-05
2019-320;Série TV;CADRES NOIRS;Ziad DOUEIRI;MANDARIN TELEVISION;3805;2019-03-21;2019-03-22
2018-148;Long métrage;LE MYSTERE HENRI PICK;REMI BEZANÇON;MANDARIN PRODUCTION;442;2018-03-02;2018-03-03
2019-324;Long métrage;LE SEL DES LARMES;Philippe Garrel;RECTANGLE PRODUCTIONS;3567;2019-04-06;2019-04-06
2018-351;Série TV;LE BUREAU DES LÉGENDES S4;Eric Rochant - Pascale Ferran - Anna Novion - Leila Marrakchi;THE OLIGARCHS PRODUCTIONS;3687;2018-03-26;2018-03-27
2019-358;Série TV;Plan Coeur S2;Noemie Saglio - Renaud Bertrand;MyBox Films;264;2019-04-03;2019-04-05
2018-621;Série TV;L'art du crime saison 2;Elsa Bennett et Hippolyte Dard;GAUMONT TELEVISION c/o GAUMONT PRODUCTION TELEVISION;3129;2018-05-22;2018-05-23
2016-357;Long métrage;LE PETIT SPIROU;NICOLAS BARY;LES FILMS DU CAP;2181;2016-09-23;2016-09-23
2018-198;Série TV;DIX POUR CENT SAISON 3;Antoine Garceau et Marc Fitoussi;MON VOISIN PRODUCTION;4545;2018-03-05;2018-03-05
2016-396;Long métrage;LES EX;MAURICE BARTHELEMY;RADAR FILMS;2785;2016-10-03;2016-10-03
2018-503;Série TV;EGLANDINE;FLO BER;STUDIO BAGEL;4723;2018-04-23;2018-04-23
2016-1894;Long métrage;KO;FABRICE GOBERT;247 FILMS;595;2016-09-08;2016-09-08
2018-505;Série TV;EGLANDINE;FLO BER;STUDIO BAGEL;5346;2018-04-23;2018-04-23
2016-1906;Long métrage;UNE SAISON EN FRANCE;MAHAMAT-SALEH HAROUN;PILI FILMS;4901;2016-11-15;2016-11-15
2018-517;Long métrage;MON INCONNUE;HUGO GÉLIN;ZAZI FILMS;489;2018-04-17;2018-04-20
2016-1963;Long métrage;BAD BUZZ;STEPHANE KAZANDJIAN;ECHO FILMS;3375;2016-07-19;2016-07-19
2018-725;Série TV;Vernon Subutex;Cathy Verney;TETRA MEDIA FICTION;4350;2018-06-13;2018-06-15
2016-1965;Série TV;IN AMERICA;VINCENT PRIMAULT;MAKING PROD;729;2016-04-11;2016-04-11
2018-740;Long métrage;CHANSON DOUCE;LUCIE BORLETEAU;WHY NOT PRODUCTIONS;1602;2018-06-25;2018-06-26
2020-547;Série TV;YOUR HONOR;JULIUS BERG;FEDERATION ENTERTAINMENT;2007;2020-09-24;2020-09-26
2018-325;Long métrage;LES BONNES INTENTIONS;GILLES LEGRAND;EPITHETE FILMS;4457;2018-03-20;2018-03-20
2020-548;Série TV;YOUR HONOR;JULIUS BERG;FEDERATION ENTERTAINMENT;1361;2020-09-22;2020-09-22
2018-522;Téléfilm;Tu vivras ma fille;Gabriel Aghion;GMT PRODUCTIONS;1233;2018-04-17;2018-04-17
2020-551;Long métrage;Le Dernier Mercenaire;David CHARHON;FORECAST PICTURES;4202;2020-10-12;2020-10-12
2018-523;Téléfilm;Tu vivras ma fille;Gabriel Aghion;GMT PRODUCTIONS;3083;2018-04-24;2018-04-25
2020-553;Long métrage;Les Fantasmes;David et Stéphane FOENKINOS;Mandarin Production;886;2020-09-21;2020-09-22
2018-638;Série TV;Shadowhunters;Matt Hastings;Froggie Production;4315;2018-05-14;2018-05-14
2020-580;Long métrage;Les Olympiades;Jacques Audiard;Page 114;336;2020-10-16;2020-10-16
2018-642;Série TV;Munch  saison 2;frederic Berthe;EXILENE;5129;2018-06-04;2018-06-05
2019-1643;Série Web;SKAM SAISON 5 ET 6 SEMAINE 7 SUR 9;;GETEVE PRODUCTIONS;2644;2019-11-27;2019-11-27
2018-666;Série TV;Vernon Subutex;Cathy Verne;TETRA MEDIA FICTION;3679;2018-05-22;2018-05-23
2019-1656;Série TV;SI tu vas bien;Tien-Jen HUANG;Vilmus Media;4114;2019-11-28;2019-11-29
2018-667;Long métrage;dans la gueule du requin (Exfiltrés);Emmanuel Hamon;EPITHÈTE FILMS;4057;2018-05-28;2018-05-28
2018-1023;Long métrage;Toute Ressemblance;Michel Denisot;LES FILMS DU 24;3065;2018-09-05;2018-09-08
2018-674;Série Web;MERCI MAIS NON MERCI - Épisode 1;Julie Oona;;3387;2018-06-02;2018-06-02
2018-1024;Long métrage;Toute Ressemblance;Michel Denisot;LES FILMS DU 24;1864;2018-09-03;2018-09-03
2018-683;Long métrage;QUAND TU DANSES;Ladislas Chollat;EMPREINTE CINÉMA;4128;2018-06-05;2018-06-05
2018-1028;Téléfilm;QUAND SORT LA RECLUSE;Josée DAYAN;PASSIONFILMS;923;2018-09-03;2018-09-04
2019-1749;Série TV;BOOMERANG;DIME DAVIS;NW 2020;1386;2019-12-17;2019-12-18
2018-1039;Série TV;PARIS OPERA SAISON 2 (LENA REVE D'ETOILES) 2;Matt bloom, Ronan Burke, Robert Burke;COTTONWOOD MEDIA;4928;2018-09-10;2018-09-10
2019-1753;Série TV;PROFILAGE EPISODES 101/102;ALEXANDRE LAURENT;BEAUBOURG AUDIOVISUEL;4211;2019-12-18;2019-12-19
2016-405;Série TV;THE AFFAIR;JEFFREY REINER;GEM FILMS;4171;2016-12-12;2016-12-12
2018-1127;Long métrage;QUAND ON CRIE AU LOUP;Marilou Berry;Wonder Films;2670;2018-10-01;2018-10-01
2016-429;Série TV;BLACKPILLS/RAISING HITLER;LOUIS FARGE;TOGETHER MEDIA 2;4373;2016-09-27;2016-09-27
2018-1134;Long métrage;LA BELLE EPOQUE;NICOLAS BEDOS;SAS LES FILMS DU KIOSQUE;3837;2018-09-25;2018-09-26
2016-437;Série TV;RANCHO ROSA;DAVID LYNCH;ANGELE FINE PRODUCTIONS;2522;2016-04-19;2016-04-19
2018-949;Long métrage;Les Mignonnes;Maïmouna Doucouré;Bien ou bien Productions;4250;2018-08-22;2018-08-27
2016-471;Série TV;LES HOMMES DE L'OMBRE;FRED GARSON;MACONDO;4384;2016-04-04;2016-04-04
2018-988;Série TV;Huge in France;Andy Mogel et Jarrad Paul;Froggie Production;3744;2018-08-22;2018-08-22
2016-480;Long métrage;VIVE LA CRISE;JEAN FRANCOIS DAVY;LES FILMS MONTAIGNE;5045;2016-05-31;2016-05-31
2018-1003;Série TV;Une famille formidable;nicolas Herdt;Panama productions;318;2018-08-24;2018-08-24
2016-1989;Long métrage;JUST DIVORCED;MAXIME GOVARE;LES IMPRODUCTIBLES;3290;2016-10-07;2016-10-07
2018-1006;Série TV;Vernon Subutex;Cathy Verney;TETRA MEDIA FICTION;4865;2018-08-28;2018-08-30
2016-1994;Long métrage;LA NUIT A DEVORE LE MONDE;DOMINIQUE ROCHER;HAUT ET COURT;1662;2016-10-26;2016-10-27
2018-1014;Série Web;Alice in Paris - Saison 3;Thibaud Martin;Story Tailors;4430;2018-09-03;2018-09-03
2016-2002;Série TV;JOSEPHINE ANGE GARDIEN/EPISODE 81;DENIS THYBAUD;DEMD PRODUCTIONS;699;2016-06-08;2016-06-10
2019-130;Série TV;Fleabag;Jeanne Herry;Banijay Studios France;2666;2019-02-06;2019-02-06
2016-2011;Long métrage;DEMAIN ET TOUS LES AUTRES JOURS (2);NOVEMIE LVOVSKY;F COMME FILM;3871;2016-04-14;2016-04-14
2019-732;Long métrage;PARENT D'ELEVE;NOEMIE SAGLIO;RECTANGLE PRODUCTIONS;1077;2019-06-24;2019-07-03
2016-2013;Long métrage;DJANGO MELODIES;ETIENNE COMAR;CURIOSA FILMS;5357;2016-04-22;2016-04-22
2019-736;Long métrage;CHACUN CHEZ SOI !;Michèle Laroque;ALTER FILMS - CHACUN CHEZ SOI !;1777;2019-06-21;2019-06-22
2016-2031;Long métrage;LE REDOUTABLE;MICHEL HAZANAVICIUS;LES COMPAGNONS DU CINEMA;3261;2016-08-11;2016-08-11
2019-767;Long métrage;L'HORIZON;EMILIE CARPENTIER;ELZEVIR FILMS;4449;2019-07-05;2019-07-05
2016-2038;Long métrage;BURN OUT;YANN GOZLAN;2425 ING PRODUCTION;554;2016-09-26;2016-09-26
2018-1226;Long métrage;les amis des amis;pascal Bonitzer;SBS Productions;4166;2018-10-16;2018-10-16
2016-2060;Téléfilm;COUP DE FOUDRE A JAIPUR;ARNAULD MERCADIER;BIG BAND STORY;4772;2016-03-31;2016-03-31
2018-1231;Série Web;SKAM SAISON 3 ET 4 SEMAINE 3 SUR 8;DAVID HOURREGUE;GETEVE PRODUCTIONS;1823;2018-10-16;2018-10-16
2020-602;Long métrage;Des vacances à tout prix;Stevan Lee Mraovitch;Charlotte Russe Films;5359;2020-10-06;2020-10-06
2019-808;Série Web;MAKE UP ON THE WAY;David Hugonot Petit;DOROTHEE PEREZ;1198;2019-07-10;2019-07-10
2020-647;Série TV;Luther;David Morley;STORIA TELEVISION Luther;2893;2020-10-14;2020-10-15
2019-810;Série Web;MAKE UP ON THE WAY;David Hugonot Petit;DOROTHEE PEREZ;2334;2019-07-09;2019-07-09
2020-661;Série TV;YOUR HONOR;JULIUS BERG;FEDERATION ENTERTAINMENT;5473;2020-10-17;2020-10-17
2019-821;Série TV;The Eddy;Damien Chazelle;atlantique productions;2180;2019-07-16;2019-07-17
2020-667;Série TV;Luther;David Morley;STORIA TELEVISION Luther;2279;2020-10-20;2020-10-20
2019-1160;Série TV;ASTRID ET RAPHAËLLE;ELSA BENNETT / HIPPOLYTE DARD / FREDERIC BERTHE;JLA PRODUCTIONS;2025;2019-09-16;2019-09-17
2018-1054;Série Web;Simone;Maxime Charden, Laurène Dervieux;My Fantasy;1432;2018-09-17;2018-09-17
2018-1157;Série Web;Osmosis;Philippe Larue;CAPA SERIES;3827;2018-10-01;2018-10-01
2018-1058;Long métrage;LUZ;Flora LAU;AMA Productions;1635;2018-09-10;2018-09-11
2018-1160;Téléfilm;UN FILS PARFAIT;Didier BIVEL;ADRENALINE;1296;2018-10-03;2018-10-03
2019-99;Série TV;12 Points;Daniel Syrkin;BANDE ORGANISEE STUDIO;1297;2019-02-07;2019-02-07
2019-860;Série TV;BALTHAZAR;Jérémy Minui;BEAUBOURG STORIES;4657;2019-07-19;2019-07-20
2019-103;Long métrage;Passion Simple;Danielle Arbid;LES FILMS PELLEAS;1895;2019-02-11;2019-02-11
2019-862;Série TV;BALTHAZAR;Jérémy Minui;BEAUBOURG STORIES;4202;2019-07-20;2019-07-20
2019-107;Long métrage;DOCTEUR ?;Tristan SEGUELA;Unité de Production;4788;2019-01-30;2019-01-31
2018-1206;Série Web;Abonne-toi;Guillaume Crémonèse;studio bagel;3789;2018-10-04;2018-10-04
2019-114;Long métrage;Passion Simple;Danielle Arbid;LES FILMS PELLEAS;1528;2019-02-20;2019-02-21
2019-674;Long métrage;THE HUNTING;LEO ZHANG;SWEET DREAMS FILMS;425;2019-06-18;2019-06-18
2019-365;Long métrage;L ile Flottante;Daniel COHEN;CINEFRANCE STUDIOS;3923;2019-03-29;2019-03-29
2019-998;Long métrage;EIFFEL;MARTIN BOURBOULON;VVZ;3755;2019-08-29;2019-08-30
2016-512;Long métrage;WAR MACHINE;DAVID MICHOD;FIRSTEP;5067;2016-01-31;2016-01-31
2019-1028;Série TV;ENGRENAGES SAISON 8;Nicolas Guicheteau;SON ET LUMIERE;3494;2019-09-02;2019-09-04
2016-515;Long métrage;GC5;GUILLAUME CANET;LES PRODUCTIONS DU TRESOR;1903;2016-02-17;2016-02-17
2019-1029;Série TV;Emily in Paris;;NW2020;1012;2019-08-16;2019-08-17
2016-520;Long métrage;DEMAIN ET TOUS LES AUTRES JOURS (2);NOVEMIE LVOVSKY;F COMME FILM;4772;2016-04-14;2016-04-14
2019-1039;Série TV;Emily in Paris;Darren Star;NW2020;2540;2019-08-21;2019-08-21
2016-530;Long métrage;TELLE MERE TELLE FILLE;NOEMIE SAGLIO;PAN EUROPENNE PRODUCTION;1413;2016-07-20;2016-07-20
2019-1260;Long métrage;Gott du kannst ein Arsch sein;Andre Erkau;Cactus Films;2103;2019-10-02;2019-10-03
2016-535;Long métrage;LES EX;MAURICE BARTHELEMY;RADAR FILMS;4251;2016-08-22;2016-08-22
2019-10;Série TV;Fleabag;Jeanne Herry;Banijay Studios France;2668;2019-01-03;2019-01-03
2016-584;Long métrage;C'EST TOUT POUR MOI;L. COLBEAU JUSTIN;LGM CINEMA;4182;2016-03-09;2016-03-09
2019-935;Long métrage;T'as Pécho?;Adeline PICAULT;SCARLETT PRODUCTION;2404;2019-08-05;2019-08-05
2016-594;Long métrage;MARVIN;ANNE FONTAINE;CINE @;529;2016-08-29;2016-08-29
2019-965;Série TV;ENGRENAGES SAISON 8;Nicolas Guicheteau;SON ET LUMIERE;1556;2019-08-30;2019-08-30
2016-598;Long métrage;LEILA;NAIDRA AYADI;NOLITA CINEMA;3898;2016-11-21;2016-11-21
2019-978;Long métrage;PARENT D'ELEVE;NOEMIE SAGLIO;RECTANGLE PRODUCTIONS;4554;2019-07-23;2019-07-23
2016-603;Série TV;QU'EST-CE QU'ON ATTEND POUR ETRE HEUREUX;ANNE GIAFFERI;GAZELLE ET CIE;1867;2016-11-21;2016-11-21
2019-48;Série TV;ALICE NEVERS E110-111;SIMON ASTIER;EGO PRODUCTIONS;1997;2019-01-17;2019-01-18
2016-2121;Série TV;ENGRENAGES/SAISON 6/N° 1 A 6;FREDERIC JARDIN;SON ET LUMIERE;2688;2016-06-28;2016-06-28
2018-1420;Long métrage;PLACE DES VICTOIRES;Yoann Guillouzouic;WHITE PANAMA FILMS;4969;2018-11-26;2018-11-27
2016-2128;Série TV;ENGRENAGES SAISON 6/N° 7 A 12;FREDERIC MERMOUD;SON ET LUMIERE;4159;2016-10-03;2016-10-03
2018-1425;Téléfilm;HUGUETTE;ANTOINE GARCEAU;MON VOISIN PRODUCTIONS;19;2018-11-13;2018-11-14
2016-2150;Long métrage;UNE SAISON EN FRANCE;MAHAMAT-SALEH HAROUN;PILI FILMS;4169;2016-11-21;2016-11-21
2019-1053;Série TV;La Garçonne;Paolo Barzman;Mother Production;4093;2019-09-04;2019-09-05
2020-706;Série TV;The Pursuit of Love;Emily Mortimer;Froggie production;527;2020-10-27;2020-10-27
2019-1065;Série TV;Emily in Paris;Darren Star;NW2020;1114;2019-08-27;2019-08-28
2020-720;Série TV;Arsène Lupin;Hugo GÉLIN;Gaumont production télévision;72;2020-10-26;2020-11-03
2019-1330;Long métrage;ARTHUR RAMBO;Laurent Cantet;LES FILMS DE PIERRE;5176;2019-10-03;2019-10-03
2019-395;Long métrage;UN VOYAGE EN HIVER;Claus DREXEL;MANEKI FILMS;4296;2019-04-04;2019-04-04
2019-1342;Long métrage;LES CHOSES QU'ON DIT, LES CHOSES QU'ON FAIT;EMMANUEL MOURET;MOBY DICK FILMS;741;2019-11-04;2019-11-05
2019-721;Long métrage;TOUT SIMPLEMENT NOIR;John WAX, Jean-Pascal ZADI;GAUMONT CHEZ GAUMONT PRODUCTION;1657;2019-06-26;2019-06-26
2019-1344;Série TV;SERIE BARON NOIR SAISON 3;THOMAS BOURGUIGNON;KWAI;5050;2019-10-09;2019-10-09
2019-1687;Série TV;ASTRID ET RAPHAËLLE;FREDERIC BERTHE;JLA PRODUCTIONS;4144;2019-12-03;2019-12-03
2018-1349;Long métrage;J'ACCUSE;Roman Polanski;legendaire;2138;2018-11-26;2018-11-26
2019-1717;Long métrage;TROP D'AMOUR;Frankie WALLACH;EX NIHILO;3931;2019-12-09;2019-12-09
2016-769;Long métrage;L'ASCENSION;LUDOVIC BERNARD;DE L'AUTRE COTE DU DU PERIPH;3086;2016-02-25;2016-02-25
2016-639;Long métrage;OUI MADEMOISELLE;YISHU YANG;BAYOO;1816;2016-03-14;2016-03-14
2016-791;Long métrage;EMBRASSE MOI;CYPRIEN VIAL;NOLITA CINEMA;3831;2016-07-05;2016-07-07
2016-651;Série TV;THE PACKAGE;CHANG KEUN CHUN;BH PARIS MEDIA PRODUCTIONS;2571;2016-10-15;2016-10-15
2016-794;Long métrage;LEILA;NAIDRA AYADI;NOLITA CINEMA;3838;2016-11-21;2016-11-21
2016-664;Long métrage;PLONGER;MELANIE LAURENT;MOVE MOVIE;4166;2016-04-07;2016-04-07
2016-2313;Série TV;THE AFFAIR;JEFFREY REINER;GEM FILMS;4384;2016-12-07;2016-12-07
2016-667;Long métrage;DEMAIN ET TOUS LES AUTRES JOURS (2);NOVEMIE LVOVSKY;F COMME FILM;857;2016-05-04;2016-05-04
2016-2340;Série TV;BLACKPILLS/RAISING HITLER;LOUIS FARGE;TOGETHER MEDIA 2;3673;2016-09-22;2016-09-22
2016-672;Long métrage;LA DOULEUR;EMMANUEL FINKIEL;LES FILMS DU POISSON;5093;2016-08-30;2016-08-30
2016-2351;Long métrage;120 BATTEMENTS PAR MINUTE;ROBIN CAMPILLO;LES FILMS DE PIERRE;881;2016-08-29;2016-09-02
2016-686;Long métrage;LA NUIT A DEVORE LE MONDE;DOMINIQUE ROCHER;HAUT ET COURT;4242;2016-10-26;2016-10-27
2016-2354;Long métrage;C'EST TOUT POUR MOI;L. COLBEAU JUSTIN;LGM CINEMA;4747;2016-03-11;2016-03-11
2016-2187;Long métrage;LOUE MOI;VIRGINE SCSWARTZ;MY FAMILY;1131;2016-11-03;2016-11-03
2016-2380;Long métrage;BEFIKRE;ADITYA CHOPRA;FIRSTEP;4374;2016-04-27;2016-04-27
2016-2195;Série TV;ENGRENAGES SAISON 6/N° 7 A 12;FREDERIC MERMOUD;SON ET LUMIERE;754;2016-10-24;2016-10-24
2016-2383;Long métrage;SOUS LE MEME TOIT;DOMINIQUE FARRUGIA;EUROPA CORP;468;2016-06-27;2016-06-27
2016-2208;Long métrage;MARIAGE BLANC;TAREK BOUDALI;AXEL FILMS;5385;2016-09-12;2016-09-12
2020-837;Long métrage;MES TRÈS CHERS ENFANTS;ALEXANDRA LECLÈRE;LES FILMS DU 24;3168;2020-11-13;2020-11-13
2016-2215;Série TV;LES HOMMES DE L'OMBRE;FRED GARSON;MACONDO;3828;2016-04-12;2016-04-12
2020-844;Série TV;L'AMOUR FLOU, LA SÉRIE;ROMANE BOHRINGER;ESCAZAL FILMS;98;2020-11-13;2020-11-13
2016-2269;Série TV;EMMA;ALFRED LOT;MANDARIN CINEMA;2981;2016-02-19;2016-02-19
2020-859;Long métrage;ORANGES SANGUINES;Jean-Christophe Meurisse;MAMMA ROMAN;616;2020-11-10;2020-11-11
2016-2270;Série TV;JOSEPHINE ANGE GARDIEN/EPISODE 81;DENIS THYBAUD;DEMD PRODUCTIONS;1375;2016-06-03;2016-06-03
2020-862;Téléfilm;Retroscopie;;R et G PRODUCTIONS;2873;2020-11-10;2020-11-10
2020-799;Série Web;Jeune et Golri;Fanny Sidney;THE FILM TV;4566;2020-11-10;2020-11-10
2020-865;Série TV;Validé Saison 2;Franck Gastambide / David Diane;Mandarin Télévision - Validé saison 2;1178;2020-11-18;2020-11-18
2020-807;Long métrage;8 Rue de l'Humanité;Dany BOON;PATHÉ PROD EXÉ;4166;2020-11-09;2020-11-11
2020-878;Long métrage;Rosa;Aurélie Saada;SILEX;271;2020-11-09;2020-11-09
2020-811;Long métrage;ROBUSTE;CONSTANCE MEYER;DHARAMSALA;3766;2020-11-24;2020-11-24
2020-883;Série TV;Additif DT_40626 ASTRID ET RAPHAËLLE SAISON 2;FREDERIC BERTHE / ERIC LE ROUX;JLA PRODUCTIONS;1200;2020-11-19;2020-11-19
2020-815;Long métrage;La Menace;Philippe Le Guay;Les Films Des Tournelles;2539;2020-11-09;2020-11-09
2020-888;Série Web;FRANCOEUR - CHASSEUR DE REVE;BOUVARD VIRET;THOMAS BOUVARD;5221;2020-11-14;2020-11-15
2020-820;Téléfilm;A LA FOLIE;Andréa BESCOND - Eric METAYER;GM6;3923;2020-11-19;2020-11-20
2016-809;Long métrage;LA VIE DE CHATEAU;CEDRIC IDO;SRAB FILMS;2519;2016-08-02;2016-08-02
2020-830;Long métrage;La Menace;Philippe Le Guay;Les Films Des Tournelles;2187;2020-11-11;2020-11-11
2016-810;Long métrage;JOUR J;REEM KHERICI;MANDARIN FILMS;3460;2016-08-08;2016-08-08
2018-1074;Long métrage;La nuit, je mens...;Stéphane Batut;ZADIG FILMS;3751;2018-09-14;2018-09-15
2016-855;Long métrage;LOLA PATER;NADIR MOKNECHE;BLUE MONDAY PRODUCTIONS;4960;2016-04-12;2016-04-12
2018-1076;Long métrage;Femme-Enfant;Amro Hamzawi;ECCE FILMS;2541;2018-09-26;2018-09-27
2016-862;Long métrage;LEILA;NAIDRA AYADI;NOLITA CINEMA;3074;2016-11-16;2016-11-17
2018-1081;Long métrage;Femme-Enfant;Amro Hamzawi;ECCE FILMS;536;2018-09-28;2018-09-29
2016-2395;Long métrage;JE VAIS MIEUX;JEAN PIERRE AMERIS;EUROPA CORP;411;2016-12-19;2016-12-19
2018-1085;Long métrage;Van Gogh in love;Jean-Luc Ayach;Ciné science;4286;2018-09-21;2018-09-21
2016-2409;Long métrage;BEFIKRE;ADITYA CHOPRA;FIRSTEP;4379;2016-02-26;2016-02-26
2018-1093;Long métrage;La nuit, je mens...;Stéphane Batut;ZADIG FILMS;3199;2018-09-13;2018-09-15
2016-2414;Long métrage;PLONGER;MELANIE LAURENT;MOVE MOVIE;5092;2016-05-03;2016-05-03
2018-1095;Série Web;LES AVENTURES DE RICHARD;Guillaume VATAN;FABLABCHANNEL;4655;2018-09-24;2018-09-24
2016-2416;Long métrage;LA MELODIE;RACHID HAMI;MIZAR FILMS;2094;2016-06-07;2016-06-08
2016-721;Long métrage;BEFIKRE;ADITYA CHOPRA;FIRSTEP;5136;2016-02-25;2016-02-25
2016-2459;Long métrage;DEMAIN ET TOUS LES AUTRES JOURS (2);NOVEMIE LVOVSKY;F COMME FILM;857;2016-03-02;2016-03-02
2016-732;Téléfilm;LOVE LOCKS;MARTIN WOOD;LES FILMS DU MARIGOT;4141;2016-11-30;2016-11-30
2016-2464;Long métrage;DJANGO MELODIES;ETIENNE COMAR;CURIOSA FILMS;2805;2016-04-28;2016-04-28
